"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Jordan","JOR","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.78051","0.80721","0.82524","0.84198","0.85868","0.87299","0.89189","0.90801","0.93734","0.96724","0.98125","1.00021","1.01741","1.02756","1.05127","1.03734","1.03755","1.05487","1.02705","1.01579","1.01588","1.03835","1.04044","1.03759","","1.02595","","","1.02688","1.02661","","1.02168","1.0223","1.01839","","","","","","","","","","","","","","",
"Japan","JPN","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","1.00852","1.0131","1.01303","1.0123","1.01194","1.01118","1.00968","1.00909","1.00863","1.00909","1.01027","1.011","1.01174","1.0118","1.00959","1.01048","1.01076","1.01196","1.01334","1.01501","1.01103","1.01159","1.01454","1.0111","1.01074","","","1.01108","1.01085","1.01036","1.00992","1.00875","1.00736","1.00597","1.00553","1.00571","1.00565","1.00516","1.0056","1.00511","1.00559","1.00563","1.00567","1.00547","1.00463","1.00526","","",
"Kazakhstan","KAZ","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.05514","","","","1.07982","1.04479","1.00644","1.03499","","","","","","0.99689","","","","1.00519","1.00623","1.00784","1.01306","1.01562","1.02118","1.01626","1.0123","",
"Kenya","KEN","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.67048","0.69247","0.7112","0.73311","0.78176","0.81094","","","","","0.87493","0.88741","0.89222","0.89181","0.90308","0.89832","0.90552","0.90769","0.91713","","","","","","","","","","","0.96661","0.9755","0.96782","0.9507","0.97118","0.94041","0.9584","0.96071","0.9521","0.95952","0.95506","","","","","","","","","",
"Kyrgyz Republic","KGZ","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","0.97906","","","","","0.98893","","","0.99629","1.01236","","1.02923","","","","","","","1.0122","1.01431","0.99544","0.99715","1.00296","1.00272","0.9959","0.99598","0.99672","","1.03004","0.99442","0.99906","0.99458","1.00111","1.00165","1.00644","0.99616","0.99696","",
"Cambodia","KHM","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.66872","","","","","","","","","","","","","","","","","","","","","","","","","","","0.78942","0.81095","0.8183","0.83586","0.84878","0.86002","0.87629","","0.89958","0.90372","0.91485","","","","","","","","","","",
"Kiribati","KIR","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.93589","0.96888","0.93024","","","","0.93858","0.94907","0.96912","0.94832","0.9797","0.98841","0.99002","0.98482","0.99871","1.00482","0.99682","1.00632","1.01165","1.01706","1.02267","1.02291","","","1.05637","1.05843","","1.02918","1.07215","1.06427","1.09015","1.07594","1.07287","1.099","1.06887","1.06917","1.08717","1.06949","","","","","","","","","","",
"St. Kitts and Nevis","KNA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.8776","0.88086","0.88133","0.88223","0.88392","0.88597","0.89025","0.89829","0.91144","0.93433","0.94938","0.95448","0.95756","0.96712","0.97535","0.98084","0.99354","0.97802","0.98057","0.98374","0.98801","0.99184","0.99769","0.9974","1.0122","1.01533","1.01044","1.01167","1.01012","1.00986","1.01048","1.01014","1.00992","1.00949","1.00752","1.00233","0.9998","0.99941","0.99857","0.99767","0.99734","0.99895","1.00071","1.00197","1.00276","1.00155","","",
"Kuwait","KWT","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.79231","0.84189","0.83984","0.84259","0.84468","0.8611","0.86402","0.86412","0.87949","0.89603","0.89944","0.92108","0.93355","0.93785","0.93693","0.93466","0.92292","0.92624","0.9336","0.95002","","0.99481","1.00741","1.0193","1.04387","1.02287","1.01663","1.01344","1.00365","1.019","1.03801","","1.06228","1.07086","1.06782","1.04003","1.01508","1.02667","1.01558","1.00612","0.98727","1.04175","1.04288","1.05053","1.06094","","","",
"Latin America & Caribbean (excluding high income)","LAC","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.95354","0.95776","0.95571","0.96032","0.96903","0.97848","0.97938","0.97705","0.97733","0.99421","0.99659","1.00002","1.00038","1.00159","1.00029","0.98929","1.00673","1.00907","1.01096","1.01401","1.02014","1.0188","1.01788","1.01647","1.01459","1.01338","1.00913","1.0108","1.01066","1.01108","1.01487","1.01146","1.01174","1.02204","1.02105","1.01982","1.02022","1.02775","1.0266","1.02795","1.02163","1.02043","1.02127","1.0205","1.02193","1.0175","1.01919","1.01405","",
"Lao PDR","LAO","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.57863","0.64769","0.68227","","","","0.70013","0.80728","0.77081","0.80818","0.8138","","","","","0.81419","","0.78915","","0.77159","","0.77136","0.76274","0.76309","0.77777","0.78135","0.78713","0.79753","0.81021","0.81146","0.8167","0.8199","0.82509","0.83256","0.83531","0.84462","0.85335","0.86561","0.8784","0.89026","0.90112","0.91288","0.92259","0.93476","0.94391","0.94597","0.95056","",
"Lebanon","LBN","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.80903","","","","","","","","","","","0.96383","","","0.92786","","","","","","","1.0471","","1.04929","1.06818","1.05896","1.0485","1.04686","1.04436","1.04284","1.0457","1.00661","0.98042","0.96481","0.95444","0.94714","0.95685","0.95571","0.95891","0.95773","0.95027","0.95251","0.95075","0.95038","0.94485","0.94989","0.94823","",
"Liberia","LBR","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.39554","0.40647","0.42573","","","0.45179","0.43884","","0.50757","0.51691","0.49933","","","","","","","","","","","","","","","","","","","0.72537","0.73381","","","","","","","","","","","0.88891","","","0.88247","0.86971","0.88209","","",
"Libya","LBY","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.53421","0.59509","0.66302","0.72277","0.75721","0.78173","0.81088","0.83267","0.84445","0.85059","0.85309","","0.86742","","","0.91391","","","","","","","","","","","","","","","","1.0343","1.01835","","1.08467","1.0601","","","","","","","","","","","","",
"St. Lucia","LCA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","1.16034","1.03344","","","","1.0335","","","","1.10286","1.0574","1.04396","1.04282","1.07979","1.07296","1.05513","","","1.03233","1.0296","1.04415","1.06798","","","","1.00902","","1.03456","1.06411","1.04258","1.06111","1.03406","0.95298","1.02915","1.00546","1.01249","","","","","","","","","","","",
"Latin America & Caribbean","LCN","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.96407","0.96711","0.96446","0.96902","0.97608","0.98417","0.98507","0.98269","0.98359","0.99695","0.99916","1.00234","1.00136","1.00231","1.00178","0.99313","1.00744","1.00966","1.014","1.01542","1.01966","1.01822","1.01761","1.01672","1.01501","1.01403","1.0104","1.01204","1.01131","1.0124","1.01512","1.01218","1.01233","1.02161","1.02075","1.01993","1.02091","1.02761","1.02712","1.0283","1.02221","1.02146","1.02199","1.02071","1.02201","1.01781","1.01879","1.01422","",
"Least developed countries: UN classification","LDC","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.5797","0.5788","0.59572","0.59431","0.59343","0.60055","0.60835","0.62388","0.63332","0.6373","0.64969","0.66678","0.68866","0.67682","0.69852","0.69236","0.70321","0.71046","0.72556","0.73373","0.74213","0.75425","0.76109","0.76745","0.7731","0.77684","0.78183","0.79238","0.80115","0.81986","0.83136","0.83785","0.84431","0.85097","0.84305","0.86461","0.87412","0.88049","0.89036","0.89545","0.9072","0.90897","0.91503","0.91963","0.92532","0.93738","0.93924","0.94364","",
"Low income","LIC","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.60551","0.60407","0.61523","0.61734","0.62534","0.62782","0.6353","0.64473","0.65548","0.65963","0.67397","0.6851","0.70965","0.7134","0.71973","0.71346","0.71988","0.73199","0.72547","0.73223","0.73772","0.7446","0.74742","0.75033","0.75001","0.74866","0.74616","0.75256","0.75403","0.76958","0.77799","0.78423","0.79039","0.80052","0.79809","0.82221","0.83552","0.84525","0.85605","0.86695","0.87767","0.88717","0.89379","0.90021","0.90307","0.91247","0.91557","0.9179","",
"Liechtenstein","LIE","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.92403","0.92619","","0.93542","0.92409","0.90633","0.92123","0.88459","0.89291","0.91258","","0.87104","0.85031","0.84751","","",
"Sri Lanka","LKA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","0.97961","","","","","1.00952","1.0167","1.01531","1.01797","1.01778","1.02198","1.02188","1.02124","1.02107","1.0212","1.0266","1.02671","1.02929","1.0367","1.02864","","","","","","","","","","","","","","","0.99719","0.9955","1.01793","1.01721","","","1.0116","1.02455","",
"Lower middle income","LMC","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.68038","0.68221","0.68587","0.68836","0.68829","0.69589","0.70243","0.70756","0.70968","0.71701","0.7196","0.72569","0.72743","0.73535","0.73142","0.74262","0.75421","0.76165","0.76796","0.77132","0.77506","0.78702","0.79463","0.80435","0.81354","0.81679","0.82134","0.83366","0.84263","0.85343","0.85855","0.86569","0.87477","0.9166","0.91617","0.92137","0.92799","0.93533","0.95004","0.96249","0.96679","0.97046","0.97697","1.005","1.00694","1.00938","1.02054","1.02167","",
"Low & middle income","LMY","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.74475","0.74462","0.74549","0.74535","0.74667","0.77448","0.78843","0.79266","0.79558","0.79991","0.79915","0.79707","0.79523","0.79766","0.7976","0.7991","0.81674","0.8245","0.82873","0.83327","0.83798","0.84594","0.85274","0.85846","0.86695","0.87222","0.87686","0.88441","0.89156","0.89929","0.90314","0.90701","0.91054","0.93094","0.9324","0.93827","0.94304","0.94823","0.95645","0.96463","0.96432","0.96737","0.97194","0.98878","0.99133","0.99211","0.99916","0.99949","",
"Lesotho","LSO","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","1.46831","","1.46234","1.43679","","1.42215","1.41802","1.43709","1.45188","1.44713","1.42483","1.38255","1.33415","1.31471","1.28553","1.27484","1.28291","1.29922","1.30012","1.28575","1.27753","1.28277","1.26462","1.2449","1.2252","","1.18879","1.1654","1.16289","1.13795","1.08932","1.06545","1.0611","1.05827","1.04793","1.04787","1.04735","1.05388","1.06001","1.07676","1.06662","1.06007","1.06276","1.06001","1.0598","1.05651","1.05491","1.05764","",
"Late-demographic dividend","LTE","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","0.85619","0.87506","0.87717","0.87795","0.87853","0.87636","0.86646","0.86076","0.86191","0.86643","0.86219","0.8866","0.89714","0.90354","0.91149","0.9196","0.92569","0.93476","0.93793","0.94935","0.95692","0.96214","0.96482","0.97066","0.9742","0.9785","0.98036","0.97943","0.98193","0.98843","0.99278","0.99581","0.99906","1.00167","1.00649","0.99525","0.99717","1.00162","1.00651","1.01078","1.00693","1.00822","1.00783","",
"Lithuania","LTU","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.96392","","1.01789","1.01173","1.00587","0.99811","0.99636","0.99266","0.99094","0.98299","0.97884","0.99118","0.99333","0.99383","0.99581","0.99757","0.99616","0.9842","0.97748","0.9718","0.96683","0.96931","0.97013","0.96882","","",
"Luxembourg","LUX","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.98312","0.98045","0.98816","0.98963","0.99773","0.99374","1.0044","0.9915","0.99467","1.00693","0.87166","0.97223","0.9542","0.95389","","0.99216","0.99892","1.01935","","","","","","","","","","","1.0287","1.03481","1.03093","1.02813","1.02568","1.02372","1.02759","1.02146","1.01639","1.0179","","1.02092","1.02649","1.02101","1.01766","1.01503","1.02145","1.0161","","",
"Latvia","LVA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9977","1.01986","1.01685","1.04466","1.0363","1.03713","1.03381","1.01723","1.01449","1.01221","1.00261","0.99259","0.98484","0.98616","0.99025","0.99456","0.99994","0.99647","0.99161","0.98412","0.97748","0.98103","0.98044","0.98579","0.99024","0.99312","","",
"Macao SAR, China","MAC","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.95933","1.08913","1.12694","1.0746","","","","","","","","","","","","","","","","0.97989","","0.99428","0.99613","","","","","","0.99862","0.99725","1.0027","0.97714","0.95992","0.93729","0.93177","0.94206","0.94593","0.95901","0.97358","0.97272","0.97059","0.97759","0.97994","0.98148","0.98491","0.99162","0.99551","",
"St. Martin (French part)","MAF","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.50144","0.51646","","0.5525","0.55843","0.57289","0.57915","0.591","0.60189","0.60872","0.61814","0.6309","0.64322","0.64488","0.6505","0.6524","0.65638","0.65793","0.66295","0.69238","0.70085","0.70482","0.71472","0.72684","0.74037","0.75085","0.76191","0.7803","0.80805","0.83163","0.85423","0.868","0.87972","0.88381","0.8865","0.88983","0.89509","0.89837","0.90522","0.91258","0.91378","0.91305","","","","","0.92745","",
"Monaco","MCO","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.05183","1.05313","1.05344","1.05933","1.05624","1.02044","","","","0.98731","1.00997","1.01479","1.01672","1.02133","1.02957","1.0245","1.02707","1.01683","1.01387","1.01138","1.01461","1.01149","1.01033","1.0085","1.00653","1.00121","0.99762","0.99457","",
"Madagascar","MDG","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.828929999999999","0.8358","","0.84059","","","","","","","","","","","","","","0.92347","0.94595","0.95537","","","","","","","","","","","","","","","0.95652","0.95864","0.96357","0.96397","0.96801","","0.97112","0.97605","","0.98986","0.99375","0.99674","","",
"Maldives","MDV","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.99039","0.99439","0.98773","0.994","0.99926","1.00299","1.01134","1.01443","1.03045","1.02018","1.0245","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.59046","0.58939","0.59715","0.60628","0.61339","0.62285","0.63604","0.64949","0.66049","0.68163","0.69454","0.70783","0.71863","0.72993","0.7425","0.75462","0.7649","0.77291","0.77818","0.79115","0.80405","0.81494","0.82857","0.83797","0.84264","0.85667","0.84724","0.86949","0.87941","0.89038","0.89939","0.90743","0.91302","0.91937","0.92513","0.93034","0.93453","0.94361","0.94235","0.94228","0.94309","0.94092","0.94611","0.94967","0.95267","0.95587","0.95526","0.9548","",
"Mexico","MEX","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.8855","0.87244","","0.8906","0.87355","0.86284","0.91717","0.91776","0.9314","0.94187","0.95185","0.95314","0.94096","0.94778","0.94949","0.96297","0.96502","0.96586","0.97062","0.96786","0.97539","0.96632","0.97388","0.97546","0.98055","0.97921","0.98117","0.9885","0.99756","1.00574","1.01296","1.02071","1.03102","1.0269","1.02558","1.02743","1.02795","1.03025","1.03268","1.03196","1.03111","1.03206","1.02963","1.03171","1.03824","1.04403","","",
"Marshall Islands","MHL","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.01901","","","0.97586","1.04223","0.98719","1.14945","1.00189","0.99017","1.03182","1.01329","","","","","","1.03856","1.04858","","",
"Middle income","MIC","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.75377","0.75363","0.7538","0.75343","0.75441","0.78382","0.79833","0.80234","0.80496","0.80946","0.80805","0.80535","0.80168","0.80412","0.8037","0.80586","0.82429","0.83186","0.83707","0.84155","0.84625","0.85453","0.86166","0.86768","0.87708","0.88324","0.88867","0.89688","0.90498","0.91224","0.91615","0.92048","0.92461","0.9469","0.94943","0.95378","0.95815","0.96335","0.97197","0.98035","0.97878","0.98123","0.98584","1.00467","1.00758","1.00713","1.0151","1.01532","",
"North Macedonia","MKD","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9856","0.98869","0.98878","0.98186","0.98079","0.97377","0.9749","0.97304","0.97532","0.98052","0.97719","0.97414","0.9723","","0.96611","0.96293","0.96695","0.9766","","0.98279","0.97886","0.97674","0.98818","","","",
"Mali","MLI","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.52216","0.53096","0.57331","0.54467","","0.52707","","0.53319","0.53986","0.53678","0.54809","0.54914","0.55095","0.55279","","","0.57505","0.57042","0.58962","0.58383","0.58549","0.57278","0.59786","0.61092","0.64675","0.63853","0.63311","0.66574","0.67813","0.70376","","","0.7123","0.73416","0.74574","0.75883","0.7783","0.78251","0.79074","0.80729","0.81824","","","0.83934","0.86426","0.83802","0.86823","",
"Malta","MLT","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.96903","0.91778","0.94099","0.92613","0.93214","0.93284","0.93687","0.92283","0.91527","0.92785","0.91627","0.92749","0.92456","0.9353","0.95013","0.95758","0.96003","0.96286","0.9615","0.95338","0.9512","0.94723","0.94986","0.9384","0.94946","1.00076","0.98374","0.99082","0.96716","0.99148","0.97384","0.98659","0.99038","0.96202","0.96688","0.98813","0.97405","0.98085","","0.93719","1.00696","1.01516","1.02197","1.03318","1.04877","1.04016","","",
"Myanmar","MMR","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.79681","0.81792","","","","0.86176","0.85667","0.86707","","","","","","","","0.90612","0.90195","0.90786","0.91515","0.92337","0.94185","0.94596","0.9454","0.9513","","","","","0.97051","0.99619","0.9641","0.96755","0.97057","0.96915","0.98933","0.98497","","","0.99433","1.01098","","","","0.99197","","1.02011","1.00741","",
"Middle East & North Africa (excluding high income)","MNA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.57603","0.57502","0.58362","0.59367","0.60131","0.61163","0.62559","0.63998","0.65198","0.67442","0.68787","0.70183","0.71293","0.72463","0.73757","0.75004","0.76055","0.76778","0.77228","0.78583","0.79945","0.81136","0.82547","0.83447","0.83865","0.85305","0.84186","0.86554","0.87592","0.8875","0.89635","0.9035","0.90901","0.91506","0.91995","0.92411","0.92905","0.93939","0.93844","0.93961","0.94104","0.93977","0.9444","0.94983","0.95649","0.95842","0.95932","0.9581","",
"Montenegro","MNE","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00705","1.0089","1.01683","1.01184","1.00664","1.08832","1.00146","1.00372","1.00327","1.00891","","","0.99425","0.98811","0.99137","",
"Mongolia","MNG","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","1.01529","1.00438","","","1.03933","1.01786","","","1.05293","","","","","","","","1.06164","","1.15172","1.19213","1.19569","1.17756","1.16582","1.15456","1.12483","1.11675","1.11354","1.10486","1.08099","1.06395","1.06134","1.05493","","","1.03262","1.02417","","","","","","","","",
"Northern Mariana Islands","MNP","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","0.52262","","","","0.66963","0.67262","0.67344","","0.70395","0.7148","0.70526","","0.7302","0.73797","0.74373","","","0.7271","0.70814","0.71258","0.70174","0.68757","0.68573","","","","0.72855","0.74311","0.75984","0.77847","","0.81818","0.82852","0.845","0.85224","0.86293","0.87999","0.88659","0.89785","0.90373","0.90872","0.91458","0.91537","","0.92583","",
"Mauritania","MRT","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","0.4977","","","","","","0.62198","0.65204","0.65482","0.67222","0.6971","0.72985","0.76464","0.78842","0.7971","0.80837","0.85032","0.90783","0.92619","0.92811","0.92417","0.94437","0.96473","0.97957","1.00119","0.98823","","1.01203","1.00693","1.00809","1.01045","1.00278","1.02091","1.02085","1.02082","1.03929","1.03061","",
"Mauritius","MUS","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.92925","0.92645","0.93424","0.93994","0.94065","0.9393","0.94152","0.94806","0.95419","0.97014","0.96639","0.96013","0.95735","0.95192","0.96217","0.9647","0.9726","0.9918","0.99503","1.00405","","","","","","1.01572","","1.00517","0.99263","0.98093","0.98546","0.99862","0.99496","0.98954","0.98692","1.01417","1.01478","1.0149","1.02297","1.02582","1.0276","1.02841","1.02307","1.01929","1.03202","1.03425","1.04807","",
"Malawi","MWI","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","0.60801","0.60161","","0.6364","0.65042","0.66418","0.67086","0.6798","0.68881","0.69739","0.71459","0.72874","0.73113","0.73972","0.76064","0.77775","0.79445","0.80063","0.80735","0.81879","","0.88577","0.91771","0.87934","0.87963","","","0.89775","0.91726","0.92232","0.92273","","0.97496","0.97494","0.98666","0.98439","0.97989","0.98579","0.99844","1.00201","0.99717","0.99558","0.99715","1.00061","1.00108","1.01471","",
"Malaysia","MYS","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.8446","","","","","","","","","","0.97898","0.98759","0.99294","0.99219","0.99983","1.0019","","1.00441","1.00781","1.01032","1.02174","1.01626","1.02338","1.0257","1.0317","1.03304","","","1.03452","1.02506","1.03771","1.03603","1.04047","1.05523","1.05467","1.0436","1.0396","1.03752","1.0395","1.03834","1.03794","1.04345","1.0281","1.0329","1.0397","1.03954","1.03336","1.02909","",
"North America","NAC","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","1.03048","1.03743","1.03016","1.01858","1.02029","1.01849","1.02048","1.01019","1.00554","1.00119","0.99829","0.99817","0.99319","0.98915","0.99141","1.00069","0.9937","1.01041","1.02781","1.02369","1.00041","1.00711","1.00106","1.00173","1.00586","1.00206","1.00018","1.00153","0.99863","1.00781","0.99978","1.00324","0.99564","0.99787","1.00454","1.00528","0.99725","0.99854","",
"Namibia","NAM","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.10409","1.05934","1.05073","1.04155","1.0333","1.0251","1.02459","1.02681","1.02748","1.02339","1.022","1.02428","1.02231","1.01899","1.02202","1.02017","1.02542","1.02168","","","","","","","","","","","",
"New Caledonia","NCL","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.53635","0.53238","0.53533","0.54363","0.54317","0.53737","0.52642","0.51538","0.53753","0.51171","0.51115","","","","","","","0.5146","0.51929","0.51958","0.52167","0.53864","0.55807","","","0.59819","0.6094","0.62038","0.63349","0.63977","0.6472","0.65054","0.66266","0.66825","0.68493","0.69365","0.70219","0.73085","0.74341","0.77322","0.77995","0.79373","0.79762","0.81032","0.81164","0.82139","0.8331","",
"Nigeria","NGA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.58191","0.61546","0.6331","0.65998","","","","0.72204","0.75336","0.74568","0.74353","0.75178","0.74738","0.70133","0.676509999999999","","0.79799","0.81294","","0.83242","0.78217","","","","","","","","","0.82335","0.81514","0.82727","0.81157","","0.82804","0.83965","0.84908","0.85559","0.87302","0.88793","0.89716","0.90808","0.9543","0.9525","0.95679","","0.93049","","",
"Nicaragua","NIC","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","1.02011","1.02331","1.02954","1.03595","","1.06898","","1.04418","","1.09075","1.08797","","1.08594","1.09628","1.12017","1.24332","1.21257","1.20919","1.21999","1.19835","","","","","","","","","1.0781","1.06707","1.06812","1.06706","1.05316","","1.04009","1.03834","1.03815","1.04215","1.04245","","1.03535","","","","","","","","",
